invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,invoice_year,invoice_month,invoice_day,day_of_week,is_weekend,unit_price,age_group,quantity_band,price_deviation_from_category
I312233,C258917,Female,53,Clothing,3,900.24,Cash,12/13/2022 0:00,Forum Istanbul,2022,12,13,1,0,300.08,46_55,small,0
I134669,C455743,Male,32,Cosmetics,5,203.3,Cash,3/25/2021 0:00,Metrocity,2021,3,25,3,0,40.66,26_35,bulk,7.105427357601002e-15
I764332,C124174,Female,60,Souvenir,1,11.73,Debit Card,3/3/2022 0:00,Istinye Park,2022,3,3,3,0,11.73,56_plus,single,0
I217420,C452926,Male,49,Food & Beverage,1,5.23,Credit Card,1/26/2021 0:00,Kanyon,2021,1,26,1,0,5.23,46_55,single,0
I251762,C280345,Male,23,Cosmetics,2,81.32,Credit Card,12/7/2022 0:00,Metrocity,2022,12,7,2,0,40.66,18_25,small,0
I118246,C129361,Female,49,Souvenir,3,35.19,Credit Card,4/27/2021 0:00,Kanyon,2021,4,27,1,0,11.73,46_55,small,-1.78E-15
I214674,C456567,Female,22,Cosmetics,5,203.3,Credit Card,2/7/2023 0:00,Viaport Outlet,2023,2,7,1,0,40.66,18_25,bulk,7.105427357601002e-15
I818308,C994434,Female,55,Cosmetics,1,40.66,Debit Card,2/3/2021 0:00,Metropol AVM,2021,2,3,2,0,40.66,46_55,single,0
I203998,C129199,Male,45,Clothing,3,900.24,Debit Card,8/21/2022 0:00,Metrocity,2022,8,21,6,1,300.08,36_45,small,0
I304492,C101788,Female,66,Technology,5,5250,Credit Card,1/15/2022 0:00,Istinye Park,2022,1,15,5,1,1050,56_plus,bulk,0
I254007,C180615,Male,47,Shoes,5,3000.85,Credit Card,2/13/2023 0:00,Kanyon,2023,2,13,0,0,600.17,46_55,bulk,0
I216285,C256991,Female,29,Cosmetics,3,121.98,Cash,8/21/2022 0:00,Mall of Istanbul,2022,8,21,6,1,40.66,26_35,small,7.105427357601002e-15
I249039,C790507,Female,34,Clothing,5,1500.4,Credit Card,4/12/2022 0:00,Metrocity,2022,4,12,1,0,300.08000000000004,26_35,bulk,5.684341886080804e-14
I199901,C145786,Male,20,Food & Beverage,3,15.69,Credit Card,3/26/2022 0:00,Metropol AVM,2022,3,26,5,1,5.23,18_25,small,-8.88E-16
I339388,C989498,Male,20,Clothing,3,900.24,Cash,12/19/2022 0:00,Viaport Outlet,2022,12,19,0,0,300.08,18_25,small,0
I128017,C153160,Female,37,Clothing,5,1500.4,Cash,3/21/2021 0:00,Istinye Park,2021,3,21,6,1,300.08000000000004,36_45,bulk,5.684341886080804e-14
I401426,C326529,Female,26,Souvenir,1,11.73,Cash,1/15/2021 0:00,Metrocity,2021,1,15,4,0,11.73,26_35,single,0
I132946,C211164,Female,48,Clothing,2,600.16,Credit Card,7/6/2022 0:00,Metropol AVM,2022,7,6,2,0,300.08,46_55,small,0
I287542,C277510,Female,24,Clothing,5,1500.4,Credit Card,3/7/2021 0:00,Istinye Park,2021,3,7,6,1,300.08000000000004,18_25,bulk,5.684341886080804e-14
I274776,C320223,Female,48,Cosmetics,3,121.98,Credit Card,12/10/2022 0:00,Metrocity,2022,12,10,5,1,40.66,46_55,small,7.105427357601002e-15
I678441,C238295,Female,34,Shoes,2,1200.34,Cash,5/30/2021 0:00,Metropol AVM,2021,5,30,6,1,600.17,26_35,small,0
I275189,C600159,Male,37,Books,2,30.3,Debit Card,4/15/2022 0:00,Kanyon,2022,4,15,4,0,15.15,36_45,small,0
I202056,C958378,Female,55,Books,4,60.6,Debit Card,2/7/2023 0:00,Metrocity,2023,2,7,1,0,15.15,46_55,bulk,0
I321562,C256771,Female,62,Clothing,2,600.16,Cash,11/1/2022 0:00,Kanyon,2022,11,1,1,0,300.08,56_plus,small,0
I170001,C911539,Female,19,Food & Beverage,4,20.92,Credit Card,5/19/2021 0:00,Metrocity,2021,5,19,2,0,5.23,18_25,bulk,0
I329340,C280933,Male,33,Books,4,60.6,Debit Card,1/15/2023 0:00,Kanyon,2023,1,15,6,1,15.15,26_35,bulk,0
I156946,C238201,Female,21,Cosmetics,1,40.66,Cash,8/29/2022 0:00,Kanyon,2022,8,29,0,0,40.66,18_25,single,0
I199491,C226596,Female,64,Clothing,5,1500.4,Cash,7/18/2021 0:00,Metrocity,2021,7,18,6,1,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I182207,C155604,Female,39,Toys,3,107.52,Credit Card,6/25/2022 0:00,Mall of Istanbul,2022,6,25,5,1,35.84,36_45,small,-7.11E-15
I481751,C770749,Female,56,Clothing,1,300.08,Debit Card,9/14/2021 0:00,Kanyon,2021,9,14,1,0,300.08,56_plus,single,0
I271270,C293244,Female,37,Clothing,3,900.24,Cash,3/30/2021 0:00,Metropol AVM,2021,3,30,1,0,300.08,36_45,small,0
I162560,C101672,Female,27,Cosmetics,1,40.66,Cash,3/29/2021 0:00,Mall of Istanbul,2021,3,29,0,0,40.66,26_35,single,0
I290777,C145636,Female,47,Cosmetics,2,81.32,Debit Card,11/11/2021 0:00,Forum Istanbul,2021,11,11,3,0,40.66,46_55,small,0
I915607,C211793,Male,51,Food & Beverage,3,15.69,Cash,7/30/2021 0:00,Metrocity,2021,7,30,4,0,5.23,46_55,small,-8.88E-16
I287964,C178319,Female,33,Technology,3,3150,Credit Card,7/12/2021 0:00,Emaar Square Mall,2021,7,12,0,0,1050,26_35,small,0
I108593,C218109,Female,44,Clothing,1,300.08,Cash,4/15/2021 0:00,Kanyon,2021,4,15,3,0,300.08,36_45,single,0
I263585,C268934,Female,31,Food & Beverage,4,20.92,Cash,2/26/2021 0:00,Mall of Istanbul,2021,2,26,4,0,5.23,26_35,bulk,0
I218799,C225673,Male,55,Shoes,1,600.17,Cash,12/29/2022 0:00,Mall of Istanbul,2022,12,29,3,0,600.17,46_55,single,0
I178871,C757210,Male,65,Clothing,4,1200.32,Cash,4/30/2021 0:00,Mall of Istanbul,2021,4,30,4,0,300.08,56_plus,bulk,0
I326146,C554087,Male,51,Clothing,2,600.16,Cash,7/1/2021 0:00,Metropol AVM,2021,7,1,3,0,300.08,46_55,small,0
I297279,C982663,Female,53,Food & Beverage,4,20.92,Cash,5/14/2022 0:00,Mall of Istanbul,2022,5,14,5,1,5.23,46_55,bulk,0
I162050,C249691,Female,45,Cosmetics,2,81.32,Cash,12/11/2022 0:00,Kanyon,2022,12,11,6,1,40.66,36_45,small,0
I249230,C581482,Female,60,Clothing,4,1200.32,Credit Card,10/24/2021 0:00,Viaport Outlet,2021,10,24,6,1,300.08,56_plus,bulk,0
I228259,C266406,Female,19,Books,1,15.15,Cash,8/7/2022 0:00,Cevahir AVM,2022,8,7,6,1,15.15,18_25,single,0
I858218,C180027,Female,27,Clothing,3,900.24,Cash,1/8/2023 0:00,Viaport Outlet,2023,1,8,6,1,300.08,26_35,small,0
I232261,C938953,Female,38,Clothing,2,600.16,Credit Card,2/10/2021 0:00,Zorlu Center,2021,2,10,2,0,300.08,36_45,small,0
I286004,C289605,Female,39,Toys,5,179.2,Credit Card,10/26/2022 0:00,Cevahir AVM,2022,10,26,2,0,35.84,36_45,bulk,-7.11E-15
I143194,C253985,Female,53,Souvenir,2,23.46,Credit Card,8/19/2021 0:00,Metrocity,2021,8,19,3,0,11.73,46_55,small,0
I871458,C870609,Female,54,Souvenir,3,35.19,Cash,2/25/2022 0:00,Istinye Park,2022,2,25,4,0,11.73,46_55,small,-1.78E-15
I302380,C448238,Female,22,Toys,1,35.84,Cash,1/6/2023 0:00,Istinye Park,2023,1,6,4,0,35.84,18_25,single,0
I243483,C110915,Female,45,Shoes,3,1800.51,Cash,7/1/2022 0:00,Emaar Square Mall,2022,7,1,4,0,600.17,36_45,small,0
I128350,C196304,Female,62,Food & Beverage,1,5.23,Debit Card,10/7/2022 0:00,Kanyon,2022,10,7,4,0,5.23,56_plus,single,0
I880513,C327217,Female,34,Cosmetics,5,203.3,Debit Card,8/16/2021 0:00,Metrocity,2021,8,16,0,0,40.66,26_35,bulk,7.105427357601002e-15
I162275,C270653,Female,63,Toys,5,179.2,Cash,11/13/2022 0:00,Kanyon,2022,11,13,6,1,35.84,56_plus,bulk,-7.11E-15
I309488,C122258,Male,26,Food & Beverage,4,20.92,Debit Card,6/16/2021 0:00,Mall of Istanbul,2021,6,16,2,0,5.23,26_35,bulk,0
I172517,C687650,Male,19,Cosmetics,3,121.98,Cash,8/10/2022 0:00,Metrocity,2022,8,10,2,0,40.66,18_25,small,7.105427357601002e-15
I249679,C348964,Female,51,Clothing,4,1200.32,Cash,12/27/2021 0:00,Viaport Outlet,2021,12,27,0,0,300.08,46_55,bulk,0
I277194,C207954,Female,67,Souvenir,4,46.92,Debit Card,1/30/2021 0:00,Metrocity,2021,1,30,5,1,11.73,56_plus,bulk,0
I104145,C494184,Female,41,Cosmetics,3,121.98,Credit Card,9/5/2022 0:00,Viaport Outlet,2022,9,5,0,0,40.66,36_45,small,7.105427357601002e-15
I143435,C568077,Female,48,Souvenir,2,23.46,Cash,5/27/2021 0:00,Emaar Square Mall,2021,5,27,3,0,11.73,46_55,small,0
I163616,C244985,Female,26,Shoes,1,600.17,Credit Card,7/2/2022 0:00,Metrocity,2022,7,2,5,1,600.17,26_35,single,0
I486190,C271357,Male,27,Clothing,3,900.24,Cash,3/22/2021 0:00,Metrocity,2021,3,22,0,0,300.08,26_35,small,0
I175470,C209123,Male,69,Clothing,2,600.16,Debit Card,9/7/2021 0:00,Mall of Istanbul,2021,9,7,1,0,300.08,56_plus,small,0
I430431,C107053,Female,46,Food & Beverage,3,15.69,Debit Card,12/17/2021 0:00,Mall of Istanbul,2021,12,17,4,0,5.23,46_55,small,-8.88E-16
I108938,C892535,Female,23,Cosmetics,4,162.64,Credit Card,9/4/2021 0:00,Istinye Park,2021,9,4,5,1,40.66,18_25,bulk,0
I163652,C202079,Male,35,Clothing,1,300.08,Debit Card,1/21/2022 0:00,Metropol AVM,2022,1,21,4,0,300.08,26_35,single,0
I133991,C119039,Male,65,Souvenir,5,58.65,Cash,10/11/2021 0:00,Kanyon,2021,10,11,0,0,11.73,56_plus,bulk,0
I112270,C244780,Female,26,Food & Beverage,4,20.92,Cash,2/14/2021 0:00,Mall of Istanbul,2021,2,14,6,1,5.23,26_35,bulk,0
I227918,C647875,Male,54,Toys,1,35.84,Cash,7/2/2022 0:00,Istinye Park,2022,7,2,5,1,35.84,46_55,single,0
I992500,C125210,Female,67,Toys,3,107.52,Cash,4/10/2021 0:00,Kanyon,2021,4,10,5,1,35.84,56_plus,small,-7.11E-15
I333816,C101001,Male,29,Clothing,2,600.16,Cash,3/11/2022 0:00,Cevahir AVM,2022,3,11,4,0,300.08,26_35,small,0
I862811,C593930,Female,50,Books,2,30.3,Debit Card,6/26/2022 0:00,Emaar Square Mall,2022,6,26,6,1,15.15,46_55,small,0
I312460,C171282,Male,31,Clothing,2,600.16,Cash,4/22/2021 0:00,Metrocity,2021,4,22,3,0,300.08,26_35,small,0
I489486,C154469,Male,39,Cosmetics,1,40.66,Debit Card,2/4/2021 0:00,Emaar Square Mall,2021,2,4,3,0,40.66,36_45,single,0
I954614,C266538,Female,24,Food & Beverage,5,26.15,Debit Card,11/2/2021 0:00,Istinye Park,2021,11,2,1,0,5.23,18_25,bulk,-8.88E-16
I954706,C169502,Female,33,Technology,1,1050,Cash,5/9/2021 0:00,Mall of Istanbul,2021,5,9,6,1,1050,26_35,single,0
I184924,C744343,Male,41,Souvenir,2,23.46,Cash,2/11/2023 0:00,Metrocity,2023,2,11,5,1,11.73,36_45,small,0
I966730,C702010,Male,43,Toys,1,35.84,Cash,5/1/2021 0:00,Istinye Park,2021,5,1,5,1,35.84,36_45,single,0
I109963,C301884,Male,46,Clothing,3,900.24,Cash,11/15/2021 0:00,Mall of Istanbul,2021,11,15,0,0,300.08,46_55,small,0
I147543,C796861,Male,62,Souvenir,3,35.19,Cash,12/10/2021 0:00,Istinye Park,2021,12,10,4,0,11.73,56_plus,small,-1.78E-15
I144171,C250033,Female,62,Clothing,1,300.08,Debit Card,4/20/2022 0:00,Kanyon,2022,4,20,2,0,300.08,56_plus,single,0
I136463,C703658,Female,67,Shoes,5,3000.85,Cash,2/9/2023 0:00,Kanyon,2023,2,9,3,0,600.17,56_plus,bulk,0
I191803,C944289,Male,25,Clothing,1,300.08,Debit Card,3/19/2021 0:00,Istinye Park,2021,3,19,4,0,300.08,18_25,single,0
I222340,C246207,Male,27,Clothing,4,1200.32,Credit Card,11/19/2021 0:00,Mall of Istanbul,2021,11,19,4,0,300.08,26_35,bulk,0
I124418,C309825,Female,69,Clothing,5,1500.4,Cash,8/3/2022 0:00,Mall of Istanbul,2022,8,3,2,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I122823,C315998,Female,43,Food & Beverage,2,10.46,Cash,6/2/2021 0:00,Istinye Park,2021,6,2,2,0,5.23,36_45,small,0
I180881,C314867,Female,56,Clothing,1,300.08,Debit Card,2/18/2023 0:00,Kanyon,2023,2,18,5,1,300.08,56_plus,single,0
I152329,C100346,Male,63,Clothing,5,1500.4,Debit Card,2/16/2021 0:00,Mall of Istanbul,2021,2,16,1,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I217714,C109718,Male,50,Cosmetics,2,81.32,Cash,4/26/2022 0:00,Kanyon,2022,4,26,1,0,40.66,46_55,small,0
I155123,C993732,Female,45,Souvenir,3,35.19,Cash,4/29/2021 0:00,Metrocity,2021,4,29,3,0,11.73,36_45,small,-1.78E-15
I154663,C111941,Male,40,Books,4,60.6,Debit Card,12/31/2022 0:00,Kanyon,2022,12,31,5,1,15.15,36_45,bulk,0
I976638,C986469,Female,23,Toys,4,143.36,Debit Card,2/23/2023 0:00,Metrocity,2023,2,23,3,0,35.84,18_25,bulk,0
I113373,C161994,Male,19,Clothing,3,900.24,Cash,2/20/2022 0:00,Metrocity,2022,2,20,6,1,300.08,18_25,small,0
I157036,C334083,Female,55,Toys,2,71.68,Credit Card,7/13/2022 0:00,Istinye Park,2022,7,13,2,0,35.84,46_55,small,0
I207295,C137233,Female,18,Toys,5,179.2,Credit Card,6/19/2021 0:00,Zorlu Center,2021,6,19,5,1,35.84,18_25,bulk,-7.11E-15
I889159,C332422,Male,40,Souvenir,5,58.65,Credit Card,10/3/2022 0:00,Metropol AVM,2022,10,3,0,0,11.73,36_45,bulk,0
I671638,C202442,Male,29,Technology,5,5250,Cash,3/21/2022 0:00,Kanyon,2022,3,21,0,0,1050,26_35,bulk,0
I334517,C630736,Female,43,Clothing,5,1500.4,Credit Card,3/30/2021 0:00,Kanyon,2021,3,30,1,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I172983,C145886,Male,57,Clothing,2,600.16,Debit Card,2/17/2023 0:00,Kanyon,2023,2,17,4,0,300.08,56_plus,small,0
I177661,C142322,Male,46,Clothing,5,1500.4,Debit Card,1/7/2021 0:00,Metrocity,2021,1,7,3,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
I763811,C259359,Male,29,Clothing,1,300.08,Cash,3/13/2021 0:00,Cevahir AVM,2021,3,13,5,1,300.08,26_35,single,0
I263107,C706928,Female,42,Clothing,2,600.16,Credit Card,6/13/2022 0:00,Kanyon,2022,6,13,0,0,300.08,36_45,small,0
I276185,C161458,Female,30,Shoes,3,1800.51,Cash,4/10/2022 0:00,Mall of Istanbul,2022,4,10,6,1,600.17,26_35,small,0
I329774,C204538,Female,69,Food & Beverage,5,26.15,Cash,2/27/2022 0:00,Metrocity,2022,2,27,6,1,5.23,56_plus,bulk,-8.88E-16
I176805,C213051,Male,66,Food & Beverage,4,20.92,Credit Card,1/14/2021 0:00,Kanyon,2021,1,14,3,0,5.23,56_plus,bulk,0
I381601,C440142,Male,47,Cosmetics,1,40.66,Debit Card,5/4/2022 0:00,Mall of Istanbul,2022,5,4,2,0,40.66,46_55,single,0
I302702,C315816,Male,44,Souvenir,4,46.92,Cash,11/2/2022 0:00,Kanyon,2022,11,2,2,0,11.73,36_45,bulk,0
I109226,C642543,Male,39,Toys,1,35.84,Cash,5/24/2022 0:00,Kanyon,2022,5,24,1,0,35.84,36_45,single,0
I181410,C213450,Female,56,Cosmetics,1,40.66,Cash,8/19/2022 0:00,Mall of Istanbul,2022,8,19,4,0,40.66,56_plus,single,0
I748909,C255991,Male,32,Clothing,3,900.24,Debit Card,2/10/2022 0:00,Istinye Park,2022,2,10,3,0,300.08,26_35,small,0
I581118,C552671,Female,57,Shoes,5,3000.85,Debit Card,2/14/2022 0:00,Kanyon,2022,2,14,0,0,600.17,56_plus,bulk,0
I127592,C406112,Female,63,Clothing,5,1500.4,Credit Card,1/14/2023 0:00,Zorlu Center,2023,1,14,5,1,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I254971,C141828,Male,64,Books,3,45.45,Cash,9/22/2021 0:00,Kanyon,2021,9,22,2,0,15.15,56_plus,small,0
I998421,C282083,Female,18,Food & Beverage,2,10.46,Credit Card,8/21/2022 0:00,Metrocity,2022,8,21,6,1,5.23,18_25,small,0
I850745,C306088,Female,25,Clothing,3,900.24,Credit Card,12/3/2022 0:00,Viaport Outlet,2022,12,3,5,1,300.08,18_25,small,0
I275890,C291511,Female,18,Technology,5,5250,Cash,2/28/2023 0:00,Mall of Istanbul,2023,2,28,1,0,1050,18_25,bulk,0
I165524,C250932,Male,48,Clothing,2,600.16,Cash,7/26/2021 0:00,Kanyon,2021,7,26,0,0,300.08,46_55,small,0
I235914,C136570,Female,32,Clothing,3,900.24,Debit Card,10/12/2022 0:00,Zorlu Center,2022,10,12,2,0,300.08,26_35,small,0
I125085,C104658,Female,59,Clothing,2,600.16,Cash,8/30/2022 0:00,Zorlu Center,2022,8,30,1,0,300.08,56_plus,small,0
I209556,C110902,Male,21,Clothing,4,1200.32,Cash,2/18/2021 0:00,Mall of Istanbul,2021,2,18,3,0,300.08,18_25,bulk,0
I838925,C934971,Male,48,Books,5,75.75,Cash,10/17/2022 0:00,Metrocity,2022,10,17,0,0,15.15,46_55,bulk,0
I907899,C150567,Female,63,Toys,4,143.36,Cash,7/22/2021 0:00,Emaar Square Mall,2021,7,22,3,0,35.84,56_plus,bulk,0
I171907,C444827,Male,41,Food & Beverage,4,20.92,Credit Card,10/30/2021 0:00,Istinye Park,2021,10,30,5,1,5.23,36_45,bulk,0
I532030,C106196,Female,18,Cosmetics,1,40.66,Cash,12/17/2022 0:00,Metrocity,2022,12,17,5,1,40.66,18_25,single,0
I101135,C689947,Male,48,Clothing,5,1500.4,Credit Card,1/13/2021 0:00,Kanyon,2021,1,13,2,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
I432131,C831199,Female,35,Food & Beverage,1,5.23,Credit Card,2/18/2022 0:00,Istinye Park,2022,2,18,4,0,5.23,26_35,single,0
I202804,C115979,Female,50,Food & Beverage,5,26.15,Debit Card,8/23/2022 0:00,Istinye Park,2022,8,23,1,0,5.23,46_55,bulk,-8.88E-16
I415673,C385778,Female,52,Cosmetics,2,81.32,Credit Card,6/14/2022 0:00,Metropol AVM,2022,6,14,1,0,40.66,46_55,small,0
I504991,C107586,Female,33,Food & Beverage,3,15.69,Cash,7/30/2021 0:00,Kanyon,2021,7,30,4,0,5.23,26_35,small,-8.88E-16
I482321,C990466,Male,23,Clothing,1,300.08,Cash,9/18/2021 0:00,Mall of Istanbul,2021,9,18,5,1,300.08,18_25,single,0
I229542,C263265,Female,24,Clothing,2,600.16,Cash,2/8/2023 0:00,Metrocity,2023,2,8,2,0,300.08,18_25,small,0
I617425,C962177,Female,67,Clothing,3,900.24,Cash,3/15/2022 0:00,Kanyon,2022,3,15,1,0,300.08,56_plus,small,0
I217386,C618718,Male,18,Books,2,30.3,Cash,5/5/2022 0:00,Cevahir AVM,2022,5,5,3,0,15.15,18_25,small,0
I786380,C449243,Male,19,Cosmetics,1,40.66,Cash,12/30/2022 0:00,Viaport Outlet,2022,12,30,4,0,40.66,18_25,single,0
I506572,C609900,Female,30,Toys,2,71.68,Cash,10/6/2022 0:00,Istinye Park,2022,10,6,3,0,35.84,26_35,small,0
I183092,C269163,Male,37,Food & Beverage,5,26.15,Credit Card,1/26/2021 0:00,Kanyon,2021,1,26,1,0,5.23,36_45,bulk,-8.88E-16
I585853,C316848,Male,67,Shoes,5,3000.85,Cash,11/27/2022 0:00,Forum Istanbul,2022,11,27,6,1,600.17,56_plus,bulk,0
I110372,C130811,Male,63,Toys,5,179.2,Debit Card,4/10/2022 0:00,Kanyon,2022,4,10,6,1,35.84,56_plus,bulk,-7.11E-15
I458737,C303953,Female,45,Clothing,1,300.08,Cash,9/27/2022 0:00,Metrocity,2022,9,27,1,0,300.08,36_45,single,0
I255318,C227199,Female,23,Toys,4,143.36,Debit Card,8/31/2021 0:00,Kanyon,2021,8,31,1,0,35.84,18_25,bulk,0
I745863,C152175,Female,59,Toys,1,35.84,Cash,6/13/2022 0:00,Mall of Istanbul,2022,6,13,0,0,35.84,56_plus,single,0
I251225,C304667,Male,42,Food & Beverage,2,10.46,Cash,6/29/2021 0:00,Metropol AVM,2021,6,29,1,0,5.23,36_45,small,0
I613216,C138284,Male,30,Cosmetics,5,203.3,Credit Card,4/16/2022 0:00,Zorlu Center,2022,4,16,5,1,40.66,26_35,bulk,7.105427357601002e-15
I985952,C147856,Female,54,Food & Beverage,5,26.15,Cash,5/28/2021 0:00,Zorlu Center,2021,5,28,4,0,5.23,46_55,bulk,-8.88E-16
I170151,C879270,Female,47,Clothing,2,600.16,Cash,7/19/2022 0:00,Mall of Istanbul,2022,7,19,1,0,300.08,46_55,small,0
I298403,C308132,Female,41,Clothing,4,1200.32,Credit Card,1/22/2022 0:00,Metrocity,2022,1,22,5,1,300.08,36_45,bulk,0
I118535,C104818,Female,60,Clothing,5,1500.4,Cash,7/1/2021 0:00,Kanyon,2021,7,1,3,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I899011,C291515,Female,51,Toys,2,71.68,Debit Card,12/30/2021 0:00,Mall of Istanbul,2021,12,30,3,0,35.84,46_55,small,0
I519097,C724925,Male,29,Shoes,2,1200.34,Cash,10/4/2021 0:00,Istinye Park,2021,10,4,0,0,600.17,26_35,small,0
I478709,C290693,Male,58,Technology,3,3150,Credit Card,2/26/2023 0:00,Kanyon,2023,2,26,6,1,1050,56_plus,small,0
I976938,C171351,Female,30,Food & Beverage,4,20.92,Cash,10/23/2021 0:00,Metrocity,2021,10,23,5,1,5.23,26_35,bulk,0
I813548,C408070,Female,18,Books,1,15.15,Debit Card,5/5/2022 0:00,Cevahir AVM,2022,5,5,3,0,15.15,18_25,single,0
I203565,C325169,Male,42,Cosmetics,2,81.32,Debit Card,8/30/2021 0:00,Kanyon,2021,8,30,0,0,40.66,36_45,small,0
I620958,C124707,Female,55,Clothing,1,300.08,Credit Card,3/15/2021 0:00,Mall of Istanbul,2021,3,15,0,0,300.08,46_55,single,0
I278801,C239974,Female,27,Food & Beverage,3,15.69,Cash,12/23/2022 0:00,Istinye Park,2022,12,23,4,0,5.23,26_35,small,-8.88E-16
I304655,C290272,Female,38,Toys,3,107.52,Debit Card,4/13/2021 0:00,Viaport Outlet,2021,4,13,1,0,35.84,36_45,small,-7.11E-15
I296692,C359535,Female,53,Clothing,5,1500.4,Credit Card,3/20/2021 0:00,Mall of Istanbul,2021,3,20,5,1,300.08000000000004,46_55,bulk,5.684341886080804e-14
I315644,C289805,Female,39,Clothing,4,1200.32,Credit Card,3/30/2021 0:00,Emaar Square Mall,2021,3,30,1,0,300.08,36_45,bulk,0
I178911,C323929,Female,37,Food & Beverage,3,15.69,Credit Card,10/29/2021 0:00,Mall of Istanbul,2021,10,29,4,0,5.23,36_45,small,-8.88E-16
I332456,C270209,Female,43,Clothing,2,600.16,Cash,10/8/2022 0:00,Metropol AVM,2022,10,8,5,1,300.08,36_45,small,0
I296538,C131183,Male,27,Clothing,4,1200.32,Cash,6/13/2022 0:00,Istinye Park,2022,6,13,0,0,300.08,26_35,bulk,0
I287054,C613598,Female,61,Clothing,5,1500.4,Cash,5/18/2022 0:00,Emaar Square Mall,2022,5,18,2,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I181040,C313293,Female,24,Souvenir,3,35.19,Debit Card,2/17/2022 0:00,Kanyon,2022,2,17,3,0,11.73,18_25,small,-1.78E-15
I980481,C159058,Male,35,Cosmetics,5,203.3,Credit Card,10/2/2022 0:00,Metrocity,2022,10,2,6,1,40.66,26_35,bulk,7.105427357601002e-15
I487178,C331905,Male,41,Shoes,4,2400.68,Credit Card,9/21/2021 0:00,Forum Istanbul,2021,9,21,1,0,600.17,36_45,bulk,0
I280714,C182341,Female,32,Food & Beverage,5,26.15,Cash,3/24/2022 0:00,Kanyon,2022,3,24,3,0,5.23,26_35,bulk,-8.88E-16
I124806,C299702,Female,63,Shoes,4,2400.68,Cash,5/31/2021 0:00,Mall of Istanbul,2021,5,31,0,0,600.17,56_plus,bulk,0
I101409,C431191,Female,21,Clothing,3,900.24,Debit Card,11/10/2022 0:00,Kanyon,2022,11,10,3,0,300.08,18_25,small,0
I955581,C313897,Male,56,Toys,4,143.36,Debit Card,9/16/2022 0:00,Emaar Square Mall,2022,9,16,4,0,35.84,56_plus,bulk,0
I318132,C253275,Male,39,Clothing,2,600.16,Cash,11/15/2022 0:00,Cevahir AVM,2022,11,15,1,0,300.08,36_45,small,0
I177870,C264625,Female,68,Clothing,1,300.08,Credit Card,5/17/2021 0:00,Viaport Outlet,2021,5,17,0,0,300.08,56_plus,single,0
I128525,C123047,Male,55,Clothing,2,600.16,Debit Card,12/26/2022 0:00,Metrocity,2022,12,26,0,0,300.08,46_55,small,0
I224907,C172326,Male,47,Cosmetics,5,203.3,Cash,10/10/2021 0:00,Metrocity,2021,10,10,6,1,40.66,46_55,bulk,7.105427357601002e-15
I394903,C229011,Male,27,Technology,5,5250,Credit Card,7/17/2021 0:00,Kanyon,2021,7,17,5,1,1050,26_35,bulk,0
I274795,C314543,Male,29,Shoes,2,1200.34,Credit Card,3/8/2023 0:00,Metropol AVM,2023,3,8,2,0,600.17,26_35,small,0
I191530,C320609,Female,30,Clothing,4,1200.32,Credit Card,9/10/2022 0:00,Kanyon,2022,9,10,5,1,300.08,26_35,bulk,0
I258241,C304290,Female,54,Clothing,2,600.16,Debit Card,2/6/2021 0:00,Mall of Istanbul,2021,2,6,5,1,300.08,46_55,small,0
I201294,C283132,Male,24,Clothing,2,600.16,Debit Card,6/16/2021 0:00,Metrocity,2021,6,16,2,0,300.08,18_25,small,0
I180870,C288195,Female,27,Souvenir,2,23.46,Credit Card,1/30/2023 0:00,Metropol AVM,2023,1,30,0,0,11.73,26_35,small,0
I207046,C193277,Male,42,Clothing,5,1500.4,Cash,3/25/2022 0:00,Istinye Park,2022,3,25,4,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I269806,C462300,Female,38,Technology,4,4200,Cash,2/9/2022 0:00,Kanyon,2022,2,9,2,0,1050,36_45,bulk,0
I225825,C807934,Female,58,Toys,2,71.68,Cash,6/3/2021 0:00,Kanyon,2021,6,3,3,0,35.84,56_plus,small,0
I810216,C277431,Male,19,Clothing,4,1200.32,Credit Card,9/17/2021 0:00,Zorlu Center,2021,9,17,4,0,300.08,18_25,bulk,0
I925461,C318337,Male,48,Clothing,2,600.16,Credit Card,10/11/2021 0:00,Metrocity,2021,10,11,0,0,300.08,46_55,small,0
I902935,C186551,Female,18,Shoes,1,600.17,Credit Card,4/7/2022 0:00,Metrocity,2022,4,7,3,0,600.17,18_25,single,0
I280076,C185111,Male,66,Clothing,3,900.24,Credit Card,6/25/2021 0:00,Metrocity,2021,6,25,4,0,300.08,56_plus,small,0
